MIN=0	0	0	0	
MAX=160	300	300	25	
SCALE=50	100	100	10	
DEC=2	0	0	2	
DEF="Zeit" t / s	"Ereignisse" N_A1	"Ereignisse" N_B1	"Frequenz" f / Hz	
0	0	0	NAN	
0,02	0	0	NAN	
0,041	0	0	NAN	
0,061	0	0	NAN	
0,081	0	0	NAN	
0,101	0	0	NAN	
0,121	0	0	NAN	
0,141	0	0	NAN	
0,161	0	0	NAN	
0,181	0	0	NAN	
0,201	0	0	NAN	
0,221	0	0	NAN	
0,241	0	0	NAN	
0,261	0	0	NAN	
0,281	0	0	NAN	
0,301	0	0	NAN	
0,321	0	0	NAN	
0,341	0	0	NAN	
0,361	0	0	NAN	
0,381	0	0	NAN	
0,401	0	0	NAN	
0,421	0	0	NAN	
0,441	0	0	NAN	
0,461	0	0	NAN	
0,481	0	0	NAN	
0,501	0	0	NAN	
0,521	0	0	NAN	
0,541	0	0	NAN	
0,561	0	0	NAN	
0,581	0	0	NAN	
0,601	0	0	NAN	
0,621	0	0	NAN	
0,641	0	0	NAN	
0,661	0	0	NAN	
0,681	0	0	NAN	
0,701	0	0	NAN	
0,721	0	0	NAN	
0,741	0	0	NAN	
0,761	0	0	NAN	
0,781	0	0	NAN	
0,801	0	0	NAN	
0,821	0	0	NAN	
0,841	0	0	NAN	
0,861	0	0	NAN	
0,881	0	0	NAN	
0,901	0	0	NAN	
0,921	0	0	NAN	
0,941	0	0	NAN	
0,961	0	0	NAN	
0,981	0	0	NAN	
1,001	0	0	NAN	
1,021	0	0	NAN	
1,041	0	0	NAN	
1,061	0	0	NAN	
1,081	0	0	NAN	
1,101	0	0	NAN	
1,121	0	0	NAN	
1,141	0	0	NAN	
1,161	0	0	NAN	
1,181	0	0	NAN	
1,201	0	0	NAN	
1,221	0	0	NAN	
1,241	0	0	NAN	
1,261	0	0	NAN	
1,281	0	0	NAN	
1,301	0	0	NAN	
1,321	0	0	NAN	
1,341	0	0	NAN	
1,361	0	0	NAN	
1,381	0	0	NAN	
1,401	0	0	NAN	
1,421	0	0	NAN	
1,441	0	0	NAN	
1,461	0	0	NAN	
1,481	0	0	NAN	
1,501	0	0	NAN	
1,521	0	0	NAN	
1,541	0	0	NAN	
1,561	0	0	NAN	
1,581	0	0	NAN	
1,601	0	0	NAN	
1,621	0	0	NAN	
1,641	0	0	NAN	
1,661	0	0	NAN	
1,681	0	0	NAN	
1,701	0	0	NAN	
1,721	0	0	NAN	
1,741	0	0	NAN	
1,761	0	0	NAN	
1,781	0	0	NAN	
1,801	0	0	NAN	
1,821	0	0	NAN	
1,841	0	0	NAN	
1,861	0	0	NAN	
1,881	0	0	NAN	
1,901	0	0	NAN	
1,921	0	0	NAN	
1,941	0	0	NAN	
1,961	0	0	NAN	
1,981	0	0	NAN	
2,001	0	0	NAN	
2,021	0	0	NAN	
2,041	0	0	NAN	
2,061	0	0	NAN	
2,081	0	0	NAN	
2,101	0	0	NAN	
2,121	0	0	NAN	
2,141	0	0	NAN	
2,161	0	0	NAN	
2,181	0	0	NAN	
2,201	0	0	NAN	
2,221	0	0	NAN	
2,241	0	0	NAN	
2,261	0	0	NAN	
2,281	0	0	NAN	
2,301	0	0	NAN	
2,321	0	0	NAN	
2,341	0	0	NAN	
2,361	0	0	NAN	
2,381	0	0	NAN	
2,401	0	0	NAN	
2,421	0	0	NAN	
2,441	0	0	NAN	
2,461	0	0	NAN	
2,481	0	0	NAN	
2,501	0	0	NAN	
2,521	0	0	NAN	
2,541	0	0	NAN	
2,561	0	0	NAN	
2,581	0	0	NAN	
2,601	0	0	NAN	
2,621	0	0	NAN	
2,641	0	0	NAN	
2,661	0	0	NAN	
2,681	0	0	NAN	
2,701	0	0	NAN	
2,721	0	0	NAN	
2,741	0	0	NAN	
2,761	0	0	NAN	
2,781	0	0	NAN	
2,801	0	0	NAN	
2,821	0	0	NAN	
2,841	0	0	NAN	
2,861	0	0	NAN	
2,881	0	0	NAN	
2,901	0	0	NAN	
2,921	0	0	NAN	
2,941	0	0	NAN	
2,961	0	0	NAN	
2,981	0	0	NAN	
3,001	0	0	NAN	
3,021	0	0	NAN	
3,041	0	0	NAN	
3,061	0	0	NAN	
3,081	0	0	NAN	
3,101	0	0	NAN	
3,121	0	0	NAN	
3,141	0	0	NAN	
3,161	0	0	NAN	
3,181	0	0	NAN	
3,201	0	0	NAN	
3,221	0	0	NAN	
3,241	0	0	NAN	
3,261	0	0	NAN	
3,281	0	0	NAN	
3,301	0	0	NAN	
3,321	0	0	NAN	
3,341	0	0	NAN	
3,361	0	0	NAN	
3,381	0	0	NAN	
3,401	0	0	NAN	
3,421	0	0	NAN	
3,441	0	0	NAN	
3,461	0	0	NAN	
3,481	0	0	NAN	
3,501	0	0	NAN	
3,521	0	0	NAN	
3,541	0	0	NAN	
3,561	0	0	NAN	
3,581	0	0	NAN	
3,601	0	0	NAN	
3,621	0	0	NAN	
3,641	0	0	NAN	
3,661	0	0	NAN	
3,681	0	0	NAN	
3,701	0	0	NAN	
3,721	0	0	NAN	
3,741	0	0	NAN	
3,761	0	0	NAN	
3,781	0	0	NAN	
3,801	0	0	NAN	
3,821	0	0	NAN	
3,841	0	0	NAN	
3,861	0	0	NAN	
3,881	0	0	NAN	
3,901	0	0	NAN	
3,921	0	0	NAN	
3,941	0	0	NAN	
3,961	0	0	NAN	
3,981	0	0	NAN	
4,001	0	0	NAN	
4,021	0	0	NAN	
4,041	0	0	NAN	
4,061	0	0	NAN	
4,081	0	0	NAN	
4,101	0	0	NAN	
4,121	0	0	NAN	
4,141	0	0	NAN	
4,161	0	0	NAN	
4,181	0	0	NAN	
4,201	0	0	NAN	
4,221	0	0	NAN	
4,241	0	0	NAN	
4,261	0	0	NAN	
4,281	0	0	NAN	
4,301	0	0	NAN	
4,321	0	0	NAN	
4,341	0	0	NAN	
4,361	0	0	NAN	
4,381	0	0	NAN	
4,401	0	0	NAN	
4,421	0	0	NAN	
4,441	0	0	NAN	
4,461	0	0	NAN	
4,481	0	0	NAN	
4,501	0	0	NAN	
4,521	0	0	NAN	
4,541	0	0	NAN	
4,561	0	0	NAN	
4,581	0	0	NAN	
4,601	0	0	NAN	
4,621	0	0	NAN	
4,641	0	0	NAN	
4,661	0	0	NAN	
4,681	0	0	NAN	
4,701	0	0	NAN	
4,721	0	0	NAN	
4,741	0	0	NAN	
4,761	0	0	NAN	
4,781	0	0	NAN	
4,801	0	0	NAN	
4,821	0	0	NAN	
4,841	0	0	NAN	
4,861	0	0	NAN	
4,881	0	0	NAN	
4,901	0	0	NAN	
4,921	0	0	NAN	
4,941	0	0	NAN	
4,961	0	0	NAN	
4,981	0	0	NAN	
5,001	0	0	NAN	
5,023	0	0	NAN	
5,043	0	0	NAN	
5,061	0	0	NAN	
5,081	0	0	NAN	
5,101	0	0	NAN	
5,121	0	0	NAN	
5,141	0	0	NAN	
5,161	0	0	NAN	
5,181	0	0	NAN	
5,201	0	0	NAN	
5,221	0	0	NAN	
5,241	0	0	NAN	
5,261	0	0	NAN	
5,281	0	0	NAN	
5,301	0	0	NAN	
5,321	0	0	NAN	
5,341	0	0	NAN	
5,361	0	0	NAN	
5,381	0	0	NAN	
5,401	0	0	NAN	
5,421	0	0	NAN	
5,441	0	0	NAN	
5,461	0	0	NAN	
5,481	0	0	NAN	
5,501	0	0	NAN	
5,521	0	0	NAN	
5,541	0	0	NAN	
5,561	0	0	NAN	
5,581	0	0	NAN	
5,601	0	0	NAN	
5,621	0	0	NAN	
5,641	0	0	NAN	
